,neighbourhood_group, mean_price,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,new_price
0,Bronx,92.75147928994085,44096,Room with a View,190409,Waundell,Highbridge,40.83232,-73.93184,Private room,50,1,277,2020-02-25,2.29,3,364,5000
1,Bronx,92.75147928994085,45935,Room in Beautiful Townhouse.,204586,L,Port Morris,40.8064,-73.92395,Private room,60,3,0,,,1,83,6000
2,Bronx,92.75147928994085,54626,Cozy bedroom by Yankee Stadium,190409,Waundell,Highbridge,40.83075,-73.93058,Private room,55,1,181,2020-03-06,1.66,3,364,5500
3,Bronx,92.75147928994085,63588,LL3,295128,Carol Gloria,Clason Point,40.81309,-73.85514,Private room,89,2,0,,,7,270,8900
4,Bronx,92.75147928994085,63610,DOMINIQUE'S NY mini efficiency pad* SANITIZED* wow,310670,Vie,Eastchester,40.881,-73.83511,Entire home/apt,102,2,44,2020-06-28,0.49,9,363,10200
5,Bronx,92.75147928994085,71812,Condo Apartment with Laundry and Assigned Parking,369015,Thai,Kingsbridge,40.87207,-73.90193,Entire home/apt,99,25,8,2020-07-16,0.32,2,304,9900
6,Bronx,92.75147928994085,149777,Artistic Couples Retreat,716306,"Dee, Dre & Mama Shelley",Woodlawn,40.89747,-73.8639,Entire home/apt,114,2,247,2020-08-02,2.66,1,358,11400
7,Bronx,92.75147928994085,169306,Affordable & Cozy,806214,Vanessa,University Heights,40.85811,-73.90675,Private room,37,4,136,2020-05-12,1.23,1,326,3700
8,Bronx,92.75147928994085,182177,A PRIVATE FLAT / APARTMENT- $SPECIAL$,873273,Christian & Carla,Allerton,40.86466,-73.85709,Entire home/apt,125,28,303,2020-03-12,2.78,2,363,12500
9,Bronx,92.75147928994085,245544,NY/ Big Room for 2 near Manhattan,1260921,Victor,Kingsbridge,40.8679,-73.90023,Private room,43,2,120,2020-05-04,2.3,2,0,4300
10,Bronx,92.75147928994085,385824,New York City- Riverdale Modern two bedrooms unit,1931205,Orit,Spuyten Duyvil,40.87991,-73.91673,Entire home/apt,129,2,63,2020-03-15,1.21,1,362,12900
11,Bronx,92.75147928994085,401039,Big and Comfy room near Yankee1,2001830,Jose And Ysaira,Morris Heights,40.84886,-73.91223,Private room,40,3,170,2020-07-19,1.7,3,363,4000
12,Bronx,92.75147928994085,444430,comfy room minutes from museums,420542,Danielle,Mott Haven,40.81128,-73.92399,Private room,52,1,23,2018-03-27,0.24,1,0,5200
13,Bronx,92.75147928994085,449680,Artfully Decorated 2 Bedroom Apt,1812871,Karen,Longwood,40.81611,-73.89909,Entire home/apt,110,5,94,2020-03-16,0.95,1,140,11000
14,Bronx,92.75147928994085,506575,Bronx Room Near Yankees + Harlem,2001830,Jose And Ysaira,Morris Heights,40.84937,-73.91328,Private room,40,3,223,2020-06-30,2.24,3,363,4000
15,Bronx,92.75147928994085,525293,Yankee Nest,2556498,Chris,Concourse,40.82822,-73.92439,Entire home/apt,250,3,130,2020-06-03,1.33,1,364,25000
16,Bronx,92.75147928994085,715270,2 Beds/Queen & Full Beautiful Room 40 minsT.Square,3684360,Enrique,Allerton,40.85956,-73.87067,Private room,49,2,185,2020-04-15,1.94,3,226,4900
17,Bronx,92.75147928994085,755528,PRIVATE BATH/TONS OF SUNLIGHT/SAFE,3684360,Enrique,Allerton,40.8584,-73.86969,Entire home/apt,55,2,229,2020-08-14,2.41,3,343,5500
18,Bronx,92.75147928994085,773041,Nice beautiful room In the Bronx,3684360,Enrique,Allerton,40.85914,-73.86979,Private room,48,2,214,2020-01-15,2.29,3,336,4800
19,Bronx,92.75147928994085,858695,Very Large Private Room on quiet st,4494343,Douglas,Mount Eden,40.84058,-73.91382,Private room,30,2,333,2020-07-12,3.6,1,228,3000
20,Bronx,92.75147928994085,958444,Great 1BD waterfront City Island NY Apt-7,5214644,Noelva,City Island,40.85235,-73.78873,Entire home/apt,113,3,75,2020-08-15,0.86,1,28,11300
21,Bronx,92.75147928994085,1026683,Mi Casa Tu Casa Guesthouse Mexico,5652395,Julio,Concourse,40.81906,-73.92806,Private room,95,2,14,2020-01-01,0.19,2,365,9500
22,Bronx,92.75147928994085,1151717,Large one bedroom in Riverdale,6312767,Kate,Kingsbridge,40.88358,-73.90975,Entire home/apt,143,1,1,2013-10-14,0.01,1,365,14300
23,Bronx,92.75147928994085,1187643,PRIVATE ROOM IN NYC ARTIST LOFT,6494389,Daniel,Port Morris,40.80904,-73.93037,Private room,55,2,74,2020-07-05,0.85,1,351,5500
24,Bronx,92.75147928994085,1205815,"Calm Townhouse w/Garden: 2 Doubles,2 Floors, Charm",6586128,Martine,Port Morris,40.8023,-73.91317,Entire home/apt,130,7,2,2015-08-07,0.03,2,40,13000
25,Bronx,92.75147928994085,1278784,Private room minutes from midtown!,6959061,Roque,Mott Haven,40.81291,-73.90772,Private room,64,15,152,2020-07-31,1.76,1,365,6400
26,Bronx,92.75147928994085,1693028,Private Room with adjoining bathroom,8918030,Theodore,Williamsbridge,40.88296,-73.86264,Private room,54,1,23,2019-12-08,0.63,1,353,5400
27,Bronx,92.75147928994085,1739847,Welcome to a beautiful Quiet Bronx.,8989844,Ronald,Soundview,40.82138,-73.87603,Private room,48,3,54,2019-12-26,0.69,1,214,4800
28,Bronx,92.75147928994085,1798500,DOMINIQUE'S NY*Wanderlust room/Metro/Bronx Zoo/Gdn,310670,Vie,Co-op City,40.86247,-73.82576,Private room,69,2,35,2020-03-14,0.42,9,363,6900
29,Bronx,92.75147928994085,1934765,"One Bedroom Apt, Suitable for Two",10012271,Karmesha,Parkchester,40.83645,-73.86634,Entire home/apt,201,5,1,2015-01-01,0.01,1,0,20100
30,Bronx,92.75147928994085,1936633,Great 1BD waterfront City Island NY,10018391,Alex,City Island,40.85258,-73.78762,Entire home/apt,103,3,93,2020-08-09,1.16,1,112,10300
31,Bronx,92.75147928994085,1956677,"The ""Humphrey Bogart""",120623,David,Port Morris,40.80844,-73.92889,Entire home/apt,185,30,16,2018-09-26,0.2,1,365,18500
32,Bronx,92.75147928994085,2008227,Private Studio in Private Home,9539641,Dianne,North Riverdale,40.90804,-73.90005,Private room,69,2,160,2020-03-14,1.99,1,350,6900
33,Bronx,92.75147928994085,2062630,Large 1 bedroom apartment (shared),6313448,Lexy,Bronxdale,40.85667,-73.86543,Entire home/apt,80,1,1,2014-08-19,0.01,1,0,8000
34,Bronx,92.75147928994085,2082328,Comfy & Spacious Room next to the Subway/Metro,9947836,Jenny,Longwood,40.82347,-73.89495,Private room,65,4,29,2020-01-02,0.66,2,0,6500
35,Bronx,92.75147928994085,2223628,Haus of Taylor (Bronx Prohibition),11342593,Emery,Kingsbridge,40.86467,-73.90125,Private room,84,2,11,2015-12-06,0.16,1,365,8400
36,Bronx,92.75147928994085,2296024,Three bedroom upscale condo,2321783,Donna,Riverdale,40.88579,-73.91599,Entire home/apt,265,7,5,2020-02-23,0.08,1,324,26500
37,Bronx,92.75147928994085,2435198,"Lovely Private Bedroom in Vibrant Bronx, NY",12446529,Migdalia,Soundview,40.82414,-73.8596,Private room,49,2,41,2020-02-07,0.54,2,167,4900
38,Bronx,92.75147928994085,2545184,Great room! Good for med students!,4096786,Nicolas,Norwood,40.87605,-73.88047,Private room,70,6,40,2019-03-01,0.58,1,174,7000
39,Bronx,92.75147928994085,2618288,Tour like a local,13408910,Tmc,Concourse,40.83012,-73.92714,Private room,29,2,12,2018-01-01,0.25,2,0,2900
40,Bronx,92.75147928994085,2669366,"Priv. Room in a House, 15min to Manhattan",13664245,Denise,Claremont Village,40.84192,-73.91108,Private room,42,4,57,2020-07-15,0.74,2,324,4200
41,Bronx,92.75147928994085,2719640,Big Sunny Studio for a couple:One floor-Clean-Calm,6586128,Martine,Port Morris,40.80091,-73.91449,Entire home/apt,67,21,25,2020-07-09,0.4,2,155,6700
42,Bronx,92.75147928994085,2772111,It's very warm and friendly.,14176488,Ada Azra,Fordham,40.86705,-73.88545,Shared room,55,7,13,2020-01-30,0.17,1,365,5500
43,Bronx,92.75147928994085,2793355,Huge 1 bedroom apt/natural light- entire space,8127120,Ann-Sylvia,Norwood,40.87751,-73.88122,Entire home/apt,48,5,0,,,1,109,4800
44,Bronx,92.75147928994085,2814931,Large New York style loft,14399467,Caroline,Port Morris,40.80554,-73.92606,Entire home/apt,120,4,89,2017-11-11,1.25,2,0,12000
45,Bronx,92.75147928994085,2848235,Perfect 1 Person room in beautiful home,13649613,"Rossy,  Carmen And Juan",University Heights,40.85711,-73.91594,Private room,43,2,156,2020-03-17,2.03,4,47,4300
46,Bronx,92.75147928994085,3039110,Yankee stadium Single room overlooking Backyard,8159536,Genae,Concourse Village,40.83288,-73.91834,Private room,35,1,23,2020-06-08,0.32,3,354,3500
47,Bronx,92.75147928994085,3185829,2BR Private Apt Guest Homestay,16151285,Carol,Williamsbridge,40.88075,-73.84845,Entire home/apt,90,3,70,2019-12-15,0.95,6,0,9000
48,Bronx,92.75147928994085,3312276,"Cozy studio/kitchen, bathroom",14214034,Desmar,Mott Haven,40.81444,-73.92516,Entire home/apt,70,1,102,2020-08-13,1.38,2,319,7000
49,Bronx,92.75147928994085,3400359,Awesome Deal NYC,16286162,Pat,Allerton,40.86677,-73.85938,Private room,45,2,119,2019-12-07,1.6,4,238,4500
50,Bronx,92.75147928994085,3429765,Sunny Cute Room,16286162,Pat,Allerton,40.86689,-73.85776,Private room,45,2,85,2020-06-04,1.17,4,229,4500
51,Bronx,92.75147928994085,3485449,The Most Affordable Private Room,17264040,Junior,Mount Hope,40.85229,-73.90631,Private room,85,1,0,,,3,365,8500
52,Bronx,92.75147928994085,3507112,"#1 PRIVATE STUDIO IN BX,15MINS NYC.",17658078,Richard,Mott Haven,40.81049,-73.9043,Private room,67,2,11,2016-03-19,0.15,1,365,6700
53,Bronx,92.75147928994085,3627326,Spain Room,5652395,Julio,Concourse,40.81954,-73.92715,Private room,115,1,4,2019-10-14,0.11,2,365,11500
54,Bronx,92.75147928994085,3628328,2BR Apartment in Doorman Building,1279211,Aldo,Concourse Village,40.82603,-73.92312,Entire home/apt,87,6,11,2019-06-04,0.21,1,0,8700
55,Bronx,92.75147928994085,3655007,Great Room for International Students!,18492106,Sharon,Wakefield,40.88855,-73.85127,Private room,30,7,12,2018-09-15,0.34,1,0,3000
56,Bronx,92.75147928994085,3730612,Cozy modern large bedroom for two.,18944521,Evonne,Co-op City,40.87281,-73.82766,Private room,55,2,15,2019-01-22,0.21,1,350,5500
57,Bronx,92.75147928994085,3769052,Great Sunny Spacious Room,3086826,Melody,Mount Hope,40.84611,-73.91036,Private room,32,3,75,2020-07-10,1.04,1,53,3200
58,Bronx,92.75147928994085,3939086,"Call this Home (for a spell, at least....)",881214,Mysia,Mott Haven,40.80866,-73.92069,Private room,45,5,14,2017-08-26,0.22,1,0,4500
59,Bronx,92.75147928994085,3953314,Hamiltons Hideway Lower Level Apt NYC,295128,Carol Gloria,Clason Point,40.81192,-73.85334,Entire home/apt,154,2,22,2019-12-30,0.32,7,339,15400
60,Bronx,92.75147928994085,3953415,LL2,295128,Carol Gloria,Clason Point,40.81225,-73.85349,Private room,75,2,0,,,7,270,7500
61,Bronx,92.75147928994085,4020425,❤️ Historic Home NEXT to Metro w/ Backyard & Deck ⭐️,20843936,Linda,Mott Haven,40.81166,-73.92392,Private room,78,3,18,2019-09-16,0.75,2,363,7800
62,Bronx,92.75147928994085,4031463,Comfortable Private space with a terrace,20900568,Mike,Norwood,40.87786,-73.87641,Private room,53,1,119,2020-07-01,1.65,1,259,5300
63,Bronx,92.75147928994085,4032229,Beautiful airy room -1 PERSON,13649613,"Rossy,  Carmen And Juan",University Heights,40.85696,-73.91439,Private room,44,2,136,2020-03-07,1.93,4,27,4400
64,Bronx,92.75147928994085,4039789,Harmonious Sanctuary near Yankee Stadium.,20945243,Michael,Concourse Village,40.83331,-73.91742,Entire home/apt,90,30,1,2017-05-12,0.03,1,358,9000
65,Bronx,92.75147928994085,4093399,DOMINIQUE'S NY*chic*  quiet room*wifi*metro,310670,Vie,Eastchester,40.88096,-73.83521,Private room,66,2,46,2020-01-02,0.67,9,363,6600
66,Bronx,92.75147928994085,4119763,"Large, Sunny 25 min to Central Park",10172703,HayNoor,Norwood,40.87184,-73.88622,Private room,51,4,116,2020-01-02,1.62,1,302,5100
67,Bronx,92.75147928994085,4216435,Cozy hideaway,1361993,Daniel,Kingsbridge,40.88399,-73.89502,Entire home/apt,110,2,0,,,1,0,11000
68,Bronx,92.75147928994085,4278389,M1 Twin couch bed sleeps 1 guest,295128,Carol Gloria,Clason Point,40.81231,-73.85535,Shared room,45,1,11,2019-10-13,0.17,7,169,4500
69,Bronx,92.75147928994085,4296710,NICE SPACE IN NYC,1260921,Victor,Kingsbridge,40.86809,-73.90201,Private room,37,2,85,2020-03-07,1.24,2,320,3700
70,Bronx,92.75147928994085,4407790,Retreat Room,16286162,Pat,Allerton,40.86682,-73.85812,Private room,44,4,46,2020-02-26,0.65,4,228,4400
71,Bronx,92.75147928994085,4456312,Spacious Bright Bronx Private Room for Rest/Study,3551179,Veralisa,Kingsbridge,40.87829,-73.89337,Private room,59,3,22,2020-01-09,0.37,1,364,5900
72,Bronx,92.75147928994085,4462008,Twin  room,16286162,Pat,Allerton,40.86814,-73.85874,Private room,45,2,106,2019-12-29,1.58,4,231,4500
73,Bronx,92.75147928994085,4504049,Blissfully Quiet Room,16151285,Carol,Williamsbridge,40.87896,-73.84978,Private room,55,28,27,2019-05-28,0.42,6,352,5500
74,Bronx,92.75147928994085,4579151,Cozy 2 bedroom apartment available. Private,23736673,Christian,Mount Eden,40.84166,-73.92053,Entire home/apt,70,7,2,2020-02-28,0.05,1,342,7000
75,Bronx,92.75147928994085,4632852,"Spacious, rustic barn style bedroom",23991556,Natasha,Concourse,40.83719,-73.92015,Private room,89,1,9,2017-10-16,0.14,1,362,8900
76,Bronx,92.75147928994085,4671824,Master Bedroom by Yankee Stadium,190409,Waundell,Highbridge,40.83212,-73.93054,Private room,60,1,82,2020-03-15,1.26,3,364,6000
77,Bronx,92.75147928994085,4738429,M3 Hamilton's Hideaway Studio,295128,Carol Gloria,Clason Point,40.81214,-73.85371,Entire home/apt,111,2,17,2019-11-24,0.38,7,346,11100
78,Bronx,92.75147928994085,4795390,Cozy Private Room,16151285,Carol,Williamsbridge,40.88016,-73.84923,Private room,43,28,17,2019-12-20,0.27,6,354,4300
79,Bronx,92.75147928994085,4904582,Boutique Retreat,25249481,Jacqueline,Mount Hope,40.85062,-73.90251,Private room,40,14,5,2017-06-17,0.1,1,350,4000
80,Bronx,92.75147928994085,4963237,"DOMINIQUE'S  NYC  cosy,2 bedrm crashPad*Stay here*",310670,Vie,Eastchester,40.87893,-73.83413,Entire home/apt,158,2,15,2020-01-02,0.29,9,363,15800
81,Bronx,92.75147928994085,4963511,Vie's cosy 3Guestroom crashpad*NO CONTACT checkin*,310670,Vie,Eastchester,40.881,-73.83511,Entire home/apt,205,1,18,2019-10-13,0.66,9,362,20500
82,Bronx,92.75147928994085,4967098,"Bronx, 1Bdrm in 3Bdrm Apt.",25605654,Cindy,Morris Park,40.85465,-73.85669,Private room,50,1,2,2015-02-23,0.03,1,0,5000
83,Bronx,92.75147928994085,5046189,Modern/Spacious 4BD 2BA - Perfect for LARGE groups,23732730,Buddy,Allerton,40.87054,-73.84681,Entire home/apt,914,4,45,2019-07-02,0.67,4,365,91400
84,Bronx,92.75147928994085,5288228,Sunny Room across CrotonaPark for Women Only Space,860636,Shawn(Ta),Tremont,40.83875,-73.88728,Private room,39,3,15,2018-10-01,0.22,3,0,3900
85,Bronx,92.75147928994085,5354796,Spacious airy room perfect for two!,13649613,"Rossy,  Carmen And Juan",University Heights,40.85535,-73.91388,Private room,52,2,121,2020-07-28,1.83,4,44,5200
86,Bronx,92.75147928994085,5495927,Crotona Park Sunny Room at SUMMIT!,860636,Shawn(Ta),Tremont,40.83887,-73.88805,Private room,40,2,25,2018-09-30,0.38,3,0,4000
87,Bronx,92.75147928994085,5749147,Quiet Attic Room for Single Female Traveler,860636,Shawn(Ta),Tremont,40.84061,-73.88858,Private room,31,3,11,2018-10-02,0.29,3,0,3100
88,Bronx,92.75147928994085,5803068,AFFORDABLE COZY PRIVATE ROOM,16151285,Carol,Williamsbridge,40.8789,-73.84855,Private room,45,14,27,2018-01-01,0.43,6,362,4500
89,Bronx,92.75147928994085,5824543,Private room (Female only) - 10 min to Manhattan,30232055,Qasim,Longwood,40.82209,-73.90086,Private room,45,1,9,2020-03-04,0.45,1,166,4500
90,Bronx,92.75147928994085,5871372,Private Studio (CDC cleaning guidelines),5309143,Ayesha,Williamsbridge,40.87765,-73.86318,Entire home/apt,57,3,102,2020-07-25,1.99,1,292,5700
91,Bronx,92.75147928994085,5889379,"Che' Randall 
SoBro
10 min from Manhattan!",30585124,Rawn,Longwood,40.81935,-73.90772,Private room,40,5,24,2020-07-01,0.68,3,76,4000
92,Bronx,92.75147928994085,6055964,Beautiful Private Room,16151285,Carol,Williamsbridge,40.88082,-73.84793,Private room,42,28,1,2016-09-26,0.02,6,301,4200
93,Bronx,92.75147928994085,6055980,AFFORDABLE TWIN PRIVATE ROOM,16151285,Carol,Williamsbridge,40.88011,-73.84968,Private room,67,3,6,2017-12-16,0.1,6,41,6700
94,Bronx,92.75147928994085,6066563,Garden House in the East Bronx,19810363,Eric,Clason Point,40.81241,-73.85639,Entire home/apt,80,2,117,2020-07-25,1.85,1,313,8000
95,Bronx,92.75147928994085,6180121,Modern Vibrant Large Cozy Bedroom* 正面能量,8826175,Grover,Concourse,40.82122,-73.92773,Private room,43,4,137,2019-10-05,2.14,3,86,4300
96,Bronx,92.75147928994085,6244089,Modern 3BR Brownstone Apartment,17264040,Junior,Mount Hope,40.84819,-73.90648,Entire home/apt,165,3,52,2020-07-13,0.81,3,365,16500
97,Bronx,92.75147928994085,6248335,Neat Home 20 min to LGA Airport,32445083,Sandra,Longwood,40.82883,-73.88854,Entire home/apt,98,4,60,2020-02-21,0.96,1,0,9800
98,Bronx,92.75147928994085,6256470,⭐️⭐️ The Most Affordable 3BR Apartment  ⭐️⭐️,17264040,Junior,Mount Hope,40.84626,-73.90473,Entire home/apt,165,3,85,2020-06-22,1.37,3,365,16500
99,Bronx,92.75147928994085,6395433,Charming Private Suite in the South Bronx,23693099,Justin,Concourse Village,40.82809,-73.9159,Entire home/apt,50,4,137,2020-06-14,2.28,1,0,5000
100,Bronx,92.75147928994085,6421429,Dominique's NY LowerLevel 1 bdrm pad*metro* wifi*.,310670,Vie,Eastchester,40.8816,-73.83533,Entire home/apt,126,2,8,2020-08-04,0.17,9,362,12600
101,Bronx,92.75147928994085,6557289,1 Room in a 2 Bedroom Available,7074531,Jonathan,Longwood,40.82639,-73.90363,Private room,680,1,0,,,1,0,68000
102,Bronx,92.75147928994085,6699725,Quiet room around corner fr. Subway,34914311,Sandrine,Longwood,40.8198,-73.90341,Private room,99,1,0,,,1,0,9900
103,Bronx,92.75147928994085,6705604,Beautiful Private Bedroom in NY,35103293,Maria,Norwood,40.87225,-73.88748,Private room,45,7,40,2018-11-27,0.64,1,0,4500
104,Bronx,92.75147928994085,6726337,Beautiful 2 Bedroom Apartment!! NYC,21444167,Rony,Kingsbridge,40.88238,-73.90689,Entire home/apt,165,3,14,2020-06-21,0.23,2,225,16500
105,Bronx,92.75147928994085,6965529,Big comfy space close to Yankees.,2001830,Jose And Ysaira,Morris Heights,40.85073,-73.9128,Private room,50,3,27,2019-11-19,0.48,3,354,5000
106,Bronx,92.75147928994085,7087528,Private Cozy Bedroom,5476918,Joann,Kingsbridge,40.87183,-73.90371,Private room,50,1,0,,,1,0,5000
107,Bronx,92.75147928994085,7502146,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Hunts Point,40.81395,-73.88675,Private room,45,30,27,2020-04-27,0.44,5,308,4500
108,Bronx,92.75147928994085,7561686,Cozy Large Studio - Yankee Stadium,39639929,John,Concourse,40.82381,-73.92725,Entire home/apt,114,1,1,2015-08-08,0.02,1,0,11400
109,Bronx,92.75147928994085,7686940,The Wielingen,40371157,Jimmy,Longwood,40.82417,-73.90156,Private room,95,1,182,2019-01-01,2.98,2,0,9500
110,Bronx,92.75147928994085,7692660,Prolonged Traveler's Dream(a month first & more),32164030,Ikkyukim,Hunts Point,40.81229,-73.88887,Private room,45,30,23,2020-04-04,0.38,5,321,4500
111,Bronx,92.75147928994085,7734670,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Hunts Point,40.81387,-73.88797,Private room,40,5,19,2020-04-18,0.32,5,354,4000
112,Bronx,92.75147928994085,7771351,NYC Queen size Bedroom w/private  bathroom.,40877319,Ray,Pelham Bay,40.84423,-73.83602,Private room,62,3,126,2020-07-11,2.09,1,329,6200
113,Bronx,92.75147928994085,7949480,City Island Sanctuary BR & Pvt Bath à la française,119445,Linda & Didier,City Island,40.85205,-73.78868,Private room,111,1,83,2020-01-31,1.49,1,135,11100
114,Bronx,92.75147928994085,8239650,"Waterfront, perfect NYC getaway!",13407785,Frank And Anna,Throgs Neck,40.81476,-73.80001,Entire home/apt,339,2,54,2019-09-08,1.63,1,0,33900
115,Bronx,92.75147928994085,8265482,Cozy Private Room Near Bronx Zoo,43583032,Stephanie,West Farms,40.84328,-73.88173,Private room,75,1,3,2018-10-08,0.09,1,179,7500
116,Bronx,92.75147928994085,8275331,Affordable and Spacious room,32379616,Fabiola,Williamsbridge,40.88301,-73.85452,Private room,39,5,25,2019-12-15,0.44,3,75,3900
117,Bronx,92.75147928994085,8294259,Room in Private House(Queen Bed) by Montefiore-NYC,11305944,Yahaira,Allerton,40.86789,-73.85999,Private room,60,25,40,2018-07-16,0.67,5,89,6000
118,Bronx,92.75147928994085,8324941,Charming studio apartment,43885876,Nicholas,Pelham Bay,40.85362,-73.82949,Shared room,150,1,0,,,1,364,15000
119,Bronx,92.75147928994085,8365647,1 Bedroom/1 Bathroom in Riverdale (close to HIR),10024006,Long,Riverdale,40.88837,-73.90939,Private room,65,1,202,2019-05-18,3.37,1,0,6500
120,Bronx,92.75147928994085,8386220,Yankee Stadium Lavished Bedroom,2422554,Brais,Highbridge,40.83746,-73.92268,Private room,61,4,51,2017-02-24,0.86,2,0,6100
121,Bronx,92.75147928994085,8402207,BEDROOM PRIVATE COMFY NEAR 6 TRAIN NO CURFEW,44260966,Alicia,Soundview,40.82939,-73.86514,Private room,29,2,124,2020-01-17,2.08,3,14,2900
122,Bronx,92.75147928994085,8518051,Cozy Living Environment,44850669,Taft,Clason Point,40.81773,-73.86164,Entire home/apt,100,2,70,2020-01-02,1.18,1,228,10000
123,Bronx,92.75147928994085,8554547,Modern room for sublet,38515690,Gerald,Norwood,40.87476,-73.87801,Private room,70,1,7,2020-01-02,0.12,1,365,7000
124,Bronx,92.75147928994085,8673141,Near Yankee Stadium,45557152,Rodney,Morrisania,40.82424,-73.91316,Entire home/apt,225,1,0,,,1,0,22500
125,Bronx,92.75147928994085,8756017,BronxHattan,26129793,Corey,Fordham,40.86711,-73.89525,Private room,65,1,0,,,1,0,6500
126,Bronx,92.75147928994085,8901538,WELCOME TO MY HUMBLE ABODE!!!!!,46562860,Paisha,Longwood,40.82226,-73.88906,Private room,70,3,8,2018-01-03,0.14,1,363,7000
127,Bronx,92.75147928994085,8988451,New York City Living,46953097,Lauren,Concourse Village,40.82705,-73.91337,Private room,96,2,6,2016-08-14,0.11,1,173,9600
128,Bronx,92.75147928994085,9147025,Cozy City Island Cottage,403032,Diane,City Island,40.84487,-73.78954,Entire home/apt,141,3,128,2020-08-09,2.26,1,159,14100
129,Bronx,92.75147928994085,9260415,Comfy Room Near Bronx Zoo and NYBG!,48106825,Julia,Pelham Gardens,40.86617,-73.848,Private room,47,2,142,2020-01-03,2.52,2,259,4700
130,Bronx,92.75147928994085,9312190,"Gorgeous, convenient apt, sleeps 7",6930315,Diana,Concourse,40.81897,-73.92735,Entire home/apt,170,1,0,,,1,0,17000
131,Bronx,92.75147928994085,9334185,Trendy but cozy private bdrm & bath,48249473,Marisol,Kingsbridge,40.87842,-73.9029,Private room,84,1,69,2019-11-03,1.27,2,365,8400
132,Bronx,92.75147928994085,9367337,HUGE Sundrenching Apartment Waiting Just For YOU!,48603884,Katherine,Parkchester,40.83735,-73.85997,Entire home/apt,139,3,32,2020-03-02,0.56,1,320,13900
133,Bronx,92.75147928994085,9394188,Room for 1 Female- Twin Bed,38805180,Maria,Mott Haven,40.8113,-73.92465,Private room,65,3,2,2019-01-02,0.04,1,363,6500
134,Bronx,92.75147928994085,9412522,City living without all the noise.,48249473,Marisol,Kingsbridge,40.879,-73.90062,Entire home/apt,153,1,8,2019-04-26,0.16,2,364,15300
135,Bronx,92.75147928994085,9453245,Light Room In Little Italy,3784521,Matiss,Belmont,40.85487,-73.88711,Private room,70,7,0,,,1,0,7000
136,Bronx,92.75147928994085,9492860,"Cozy rm, cl to Mann, Concerge avail",48094228,Beverly,East Morrisania,40.83269,-73.88726,Private room,60,1,0,,,1,365,6000
137,Bronx,92.75147928994085,9513511,Spacious & Sunny Room Perfect for Medical Students,49293611,Gloria,Allerton,40.85753,-73.86605,Private room,75,6,9,2019-06-26,0.18,1,364,7500
138,Bronx,92.75147928994085,9566218,The Sleep Tight Bedroom,16055007,Monticha,Highbridge,40.83566,-73.92465,Private room,45,7,2,2018-07-21,0.07,1,0,4500
139,Bronx,92.75147928994085,9597258,Cozy and affordable room.,32379616,Fabiola,Williamsbridge,40.88165,-73.85625,Private room,32,5,26,2020-07-18,0.46,3,45,3200
140,Bronx,92.75147928994085,9710538,Beautiful apartment with a loft.,50132533,Kristy,Riverdale,40.88422,-73.90886,Entire home/apt,85,1,0,,,1,0,8500
141,Bronx,92.75147928994085,9788114,Beautiful Whole Private Apt with Huge Backyard.,785524,Eric,Concourse,40.82023,-73.92844,Entire home/apt,89,1,226,2020-08-15,4.03,2,295,8900
142,Bronx,92.75147928994085,9846114,"Spacious, Sunny,Beautiful Apartment",20271650,Bj,Mott Haven,40.81192,-73.90949,Private room,64,3,37,2019-11-03,0.66,1,0,6400
143,Bronx,92.75147928994085,10014783,Super cozy room,51430742,Jan,Morris Heights,40.85292,-73.91683,Private room,54,2,42,2020-01-01,0.83,1,364,5400
144,Bronx,92.75147928994085,10152758,2 bedroom Apt near Montefiore and Jacobi Hospital,32379616,Fabiola,Williamsbridge,40.88292,-73.85475,Entire home/apt,67,5,10,2017-08-14,0.18,3,320,6700
145,Bronx,92.75147928994085,10172621,Gorgeous and Sunlit 1 BR 31/1-3/1,52228249,Shy,Bronxdale,40.85592,-73.86743,Entire home/apt,80,7,0,,,1,0,8000
146,Bronx,92.75147928994085,10321100,Historical Highbridge/YankeeVillage,23091281,Sharon,Concourse,40.83288,-73.92075,Private room,62,1,62,2020-05-14,1.19,3,89,6200
147,Bronx,92.75147928994085,10476782,Artist Apartment with Tons of Space,47573846,Jemier,Wakefield,40.88808,-73.86017,Entire home/apt,75,20,15,2020-07-19,0.27,1,25,7500
148,Bronx,92.75147928994085,10719039,RIVERDALE GRANDVIEW,55395596,Vian,Fieldston,40.88777,-73.9059,Private room,65,1,1,2016-08-07,0.02,1,0,6500
149,Bronx,92.75147928994085,10807838,Spacious Room Near Public Transport and shopping,55948559,Barry,Pelham Gardens,40.86553,-73.83993,Private room,35,1,103,2020-03-19,2.04,4,0,3500
150,Bronx,92.75147928994085,10888320,Bronx Home - 30 mins from Midtown!,971075,Jabari,Mount Hope,40.8506,-73.90231,Entire home/apt,100,30,76,2020-06-24,1.39,2,0,10000
151,Bronx,92.75147928994085,10947986,Entire 1br apartment in Riverdale,56775169,Rose,Kingsbridge,40.88214,-73.90847,Entire home/apt,99,3,1,2018-05-20,0.04,1,350,9900
